"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"16/08/2025 19:15:00 - 16/08/2025 19:30:00","BZN|NO1","Without Sequence","62.22","",""
"16/08/2025 19:30:00 - 16/08/2025 19:45:00","BZN|NO1","Without Sequence","62.22","",""
"16/08/2025 19:45:00 - 16/08/2025 20:00:00","BZN|NO1","Without Sequence","62.22","",""
"16/08/2025 20:00:00 - 16/08/2025 20:15:00","BZN|NO1","Without Sequence","67.94","",""
"16/08/2025 20:15:00 - 16/08/2025 20:30:00","BZN|NO1","Without Sequence","67.94","",""
"16/08/2025 20:30:00 - 16/08/2025 20:45:00","BZN|NO1","Without Sequence","67.94","",""
"16/08/2025 20:45:00 - 16/08/2025 21:00:00","BZN|NO1","Without Sequence","67.94","",""
"16/08/2025 21:00:00 - 16/08/2025 21:15:00","BZN|NO1","Without Sequence","71.86","",""
"16/08/2025 21:15:00 - 16/08/2025 21:30:00","BZN|NO1","Without Sequence","71.86","",""
"16/08/2025 21:30:00 - 16/08/2025 21:45:00","BZN|NO1","Without Sequence","71.86","",""
"16/08/2025 21:45:00 - 16/08/2025 22:00:00","BZN|NO1","Without Sequence","71.86","",""
"16/08/2025 22:00:00 - 16/08/2025 22:15:00","BZN|NO1","Without Sequence","69.39","",""
"16/08/2025 22:15:00 - 16/08/2025 22:30:00","BZN|NO1","Without Sequence","69.39","",""
"16/08/2025 22:30:00 - 16/08/2025 22:45:00","BZN|NO1","Without Sequence","69.39","",""
"16/08/2025 22:45:00 - 16/08/2025 23:00:00","BZN|NO1","Without Sequence","69.39","",""
"16/08/2025 23:00:00 - 16/08/2025 23:15:00","BZN|NO1","Without Sequence","68.54","",""
"16/08/2025 23:15:00 - 16/08/2025 23:30:00","BZN|NO1","Without Sequence","68.54","",""
"16/08/2025 23:30:00 - 16/08/2025 23:45:00","BZN|NO1","Without Sequence","68.54","",""
"16/08/2025 23:45:00 - 17/08/2025 00:00:00","BZN|NO1","Without Sequence","68.54","",""
"17/08/2025 00:00:00 - 17/08/2025 00:15:00","BZN|NO1","Without Sequence","65.69","",""
"17/08/2025 00:15:00 - 17/08/2025 00:30:00","BZN|NO1","Without Sequence","65.69","",""
"17/08/2025 00:30:00 - 17/08/2025 00:45:00","BZN|NO1","Without Sequence","65.69","",""
"17/08/2025 00:45:00 - 17/08/2025 01:00:00","BZN|NO1","Without Sequence","65.69","",""
"17/08/2025 01:00:00 - 17/08/2025 01:15:00","BZN|NO1","Without Sequence","60.42","",""
"17/08/2025 01:15:00 - 17/08/2025 01:30:00","BZN|NO1","Without Sequence","60.42","",""
"17/08/2025 01:30:00 - 17/08/2025 01:45:00","BZN|NO1","Without Sequence","60.42","",""
"17/08/2025 01:45:00 - 17/08/2025 02:00:00","BZN|NO1","Without Sequence","60.42","",""
"17/08/2025 02:00:00 - 17/08/2025 02:15:00","BZN|NO1","Without Sequence","61.05","",""
"17/08/2025 02:15:00 - 17/08/2025 02:30:00","BZN|NO1","Without Sequence","61.05","",""
"17/08/2025 02:30:00 - 17/08/2025 02:45:00","BZN|NO1","Without Sequence","61.05","",""
"17/08/2025 02:45:00 - 17/08/2025 03:00:00","BZN|NO1","Without Sequence","61.05","",""
"17/08/2025 03:00:00 - 17/08/2025 03:15:00","BZN|NO1","Without Sequence","60.93","",""
"17/08/2025 03:15:00 - 17/08/2025 03:30:00","BZN|NO1","Without Sequence","60.93","",""
"17/08/2025 03:30:00 - 17/08/2025 03:45:00","BZN|NO1","Without Sequence","60.93","",""
"17/08/2025 03:45:00 - 17/08/2025 04:00:00","BZN|NO1","Without Sequence","60.93","",""
"17/08/2025 04:00:00 - 17/08/2025 04:15:00","BZN|NO1","Without Sequence","60.83","",""
"17/08/2025 04:15:00 - 17/08/2025 04:30:00","BZN|NO1","Without Sequence","60.83","",""
"17/08/2025 04:30:00 - 17/08/2025 04:45:00","BZN|NO1","Without Sequence","60.83","",""
"17/08/2025 04:45:00 - 17/08/2025 05:00:00","BZN|NO1","Without Sequence","60.83","",""
"17/08/2025 05:00:00 - 17/08/2025 05:15:00","BZN|NO1","Without Sequence","60.37","",""
"17/08/2025 05:15:00 - 17/08/2025 05:30:00","BZN|NO1","Without Sequence","60.37","",""
"17/08/2025 05:30:00 - 17/08/2025 05:45:00","BZN|NO1","Without Sequence","60.37","",""
"17/08/2025 05:45:00 - 17/08/2025 06:00:00","BZN|NO1","Without Sequence","60.37","",""
"17/08/2025 06:00:00 - 17/08/2025 06:15:00","BZN|NO1","Without Sequence","56.40","",""
"17/08/2025 06:15:00 - 17/08/2025 06:30:00","BZN|NO1","Without Sequence","56.40","",""
"17/08/2025 06:30:00 - 17/08/2025 06:45:00","BZN|NO1","Without Sequence","56.40","",""
"17/08/2025 06:45:00 - 17/08/2025 07:00:00","BZN|NO1","Without Sequence","56.40","",""
"17/08/2025 07:00:00 - 17/08/2025 07:15:00","BZN|NO1","Without Sequence","55.33","",""
"17/08/2025 07:15:00 - 17/08/2025 07:30:00","BZN|NO1","Without Sequence","55.33","",""
"17/08/2025 07:30:00 - 17/08/2025 07:45:00","BZN|NO1","Without Sequence","55.33","",""
"17/08/2025 07:45:00 - 17/08/2025 08:00:00","BZN|NO1","Without Sequence","55.33","",""
"17/08/2025 08:00:00 - 17/08/2025 08:15:00","BZN|NO1","Without Sequence","52.47","",""
"17/08/2025 08:15:00 - 17/08/2025 08:30:00","BZN|NO1","Without Sequence","52.47","",""
"17/08/2025 08:30:00 - 17/08/2025 08:45:00","BZN|NO1","Without Sequence","52.47","",""
"17/08/2025 08:45:00 - 17/08/2025 09:00:00","BZN|NO1","Without Sequence","52.47","",""
"17/08/2025 09:00:00 - 17/08/2025 09:15:00","BZN|NO1","Without Sequence","40.30","",""
"17/08/2025 09:15:00 - 17/08/2025 09:30:00","BZN|NO1","Without Sequence","40.30","",""
"17/08/2025 09:30:00 - 17/08/2025 09:45:00","BZN|NO1","Without Sequence","40.30","",""
"17/08/2025 09:45:00 - 17/08/2025 10:00:00","BZN|NO1","Without Sequence","40.30","",""
"17/08/2025 10:00:00 - 17/08/2025 10:15:00","BZN|NO1","Without Sequence","22.53","",""
"17/08/2025 10:15:00 - 17/08/2025 10:30:00","BZN|NO1","Without Sequence","22.53","",""
"17/08/2025 10:30:00 - 17/08/2025 10:45:00","BZN|NO1","Without Sequence","22.53","",""
"17/08/2025 10:45:00 - 17/08/2025 11:00:00","BZN|NO1","Without Sequence","22.53","",""
"17/08/2025 11:00:00 - 17/08/2025 11:15:00","BZN|NO1","Without Sequence","9.02","",""
"17/08/2025 11:15:00 - 17/08/2025 11:30:00","BZN|NO1","Without Sequence","9.02","",""
"17/08/2025 11:30:00 - 17/08/2025 11:45:00","BZN|NO1","Without Sequence","9.02","",""
"17/08/2025 11:45:00 - 17/08/2025 12:00:00","BZN|NO1","Without Sequence","9.02","",""
"17/08/2025 12:00:00 - 17/08/2025 12:15:00","BZN|NO1","Without Sequence","6.42","",""
"17/08/2025 12:15:00 - 17/08/2025 12:30:00","BZN|NO1","Without Sequence","6.42","",""
"17/08/2025 12:30:00 - 17/08/2025 12:45:00","BZN|NO1","Without Sequence","6.42","",""
"17/08/2025 12:45:00 - 17/08/2025 13:00:00","BZN|NO1","Without Sequence","6.42","",""
"17/08/2025 13:00:00 - 17/08/2025 13:15:00","BZN|NO1","Without Sequence","5.97","",""
"17/08/2025 13:15:00 - 17/08/2025 13:30:00","BZN|NO1","Without Sequence","5.97","",""
"17/08/2025 13:30:00 - 17/08/2025 13:45:00","BZN|NO1","Without Sequence","5.97","",""
"17/08/2025 13:45:00 - 17/08/2025 14:00:00","BZN|NO1","Without Sequence","5.97","",""
"17/08/2025 14:00:00 - 17/08/2025 14:15:00","BZN|NO1","Without Sequence","7.74","",""
"17/08/2025 14:15:00 - 17/08/2025 14:30:00","BZN|NO1","Without Sequence","7.74","",""
"17/08/2025 14:30:00 - 17/08/2025 14:45:00","BZN|NO1","Without Sequence","7.74","",""
"17/08/2025 14:45:00 - 17/08/2025 15:00:00","BZN|NO1","Without Sequence","7.74","",""
"17/08/2025 15:00:00 - 17/08/2025 15:15:00","BZN|NO1","Without Sequence","20.15","",""
"17/08/2025 15:15:00 - 17/08/2025 15:30:00","BZN|NO1","Without Sequence","20.15","",""
"17/08/2025 15:30:00 - 17/08/2025 15:45:00","BZN|NO1","Without Sequence","20.15","",""
"17/08/2025 15:45:00 - 17/08/2025 16:00:00","BZN|NO1","Without Sequence","20.15","",""
"17/08/2025 16:00:00 - 17/08/2025 16:15:00","BZN|NO1","Without Sequence","18.05","",""
"17/08/2025 16:15:00 - 17/08/2025 16:30:00","BZN|NO1","Without Sequence","18.05","",""
"17/08/2025 16:30:00 - 17/08/2025 16:45:00","BZN|NO1","Without Sequence","18.05","",""
"17/08/2025 16:45:00 - 17/08/2025 17:00:00","BZN|NO1","Without Sequence","18.05","",""
"17/08/2025 17:00:00 - 17/08/2025 17:15:00","BZN|NO1","Without Sequence","63.28","",""
"17/08/2025 17:15:00 - 17/08/2025 17:30:00","BZN|NO1","Without Sequence","63.28","",""
"17/08/2025 17:30:00 - 17/08/2025 17:45:00","BZN|NO1","Without Sequence","63.28","",""
"17/08/2025 17:45:00 - 17/08/2025 18:00:00","BZN|NO1","Without Sequence","63.28","",""
"17/08/2025 18:00:00 - 17/08/2025 18:15:00","BZN|NO1","Without Sequence","99.86","",""
"17/08/2025 18:15:00 - 17/08/2025 18:30:00","BZN|NO1","Without Sequence","99.86","",""
"17/08/2025 18:30:00 - 17/08/2025 18:45:00","BZN|NO1","Without Sequence","99.86","",""
"17/08/2025 18:45:00 - 17/08/2025 19:00:00","BZN|NO1","Without Sequence","99.86","",""
"17/08/2025 19:00:00 - 17/08/2025 19:15:00","BZN|NO1","Without Sequence","124.16","",""
"17/08/2025 19:15:00 - 17/08/2025 19:30:00","BZN|NO1","Without Sequence","124.16","",""
"17/08/2025 19:30:00 - 17/08/2025 19:45:00","BZN|NO1","Without Sequence","124.16","",""
"17/08/2025 19:45:00 - 17/08/2025 20:00:00","BZN|NO1","Without Sequence","124.16","",""
"17/08/2025 20:00:00 - 17/08/2025 20:15:00","BZN|NO1","Without Sequence","126.04","",""
"17/08/2025 20:15:00 - 17/08/2025 20:30:00","BZN|NO1","Without Sequence","126.04","",""
"17/08/2025 20:30:00 - 17/08/2025 20:45:00","BZN|NO1","Without Sequence","126.04","",""
"17/08/2025 20:45:00 - 17/08/2025 21:00:00","BZN|NO1","Without Sequence","126.04","",""
"17/08/2025 21:00:00 - 17/08/2025 21:15:00","BZN|NO1","Without Sequence","124.42","",""
"17/08/2025 21:15:00 - 17/08/2025 21:30:00","BZN|NO1","Without Sequence","124.42","",""
"17/08/2025 21:30:00 - 17/08/2025 21:45:00","BZN|NO1","Without Sequence","124.42","",""
"17/08/2025 21:45:00 - 17/08/2025 22:00:00","BZN|NO1","Without Sequence","124.42","",""
"17/08/2025 22:00:00 - 17/08/2025 22:15:00","BZN|NO1","Without Sequence","114.97","",""
"17/08/2025 22:15:00 - 17/08/2025 22:30:00","BZN|NO1","Without Sequence","114.97","",""
"17/08/2025 22:30:00 - 17/08/2025 22:45:00","BZN|NO1","Without Sequence","114.97","",""
"17/08/2025 22:45:00 - 17/08/2025 23:00:00","BZN|NO1","Without Sequence","114.97","",""
"17/08/2025 23:00:00 - 17/08/2025 23:15:00","BZN|NO1","Without Sequence","109.91","",""
"17/08/2025 23:15:00 - 17/08/2025 23:30:00","BZN|NO1","Without Sequence","109.91","",""
"17/08/2025 23:30:00 - 17/08/2025 23:45:00","BZN|NO1","Without Sequence","109.91","",""
"17/08/2025 23:45:00 - 18/08/2025 00:00:00","BZN|NO1","Without Sequence","109.91","",""
"18/08/2025 00:00:00 - 18/08/2025 00:15:00","BZN|NO1","Without Sequence","94.68","",""
"18/08/2025 00:15:00 - 18/08/2025 00:30:00","BZN|NO1","Without Sequence","94.68","",""
"18/08/2025 00:30:00 - 18/08/2025 00:45:00","BZN|NO1","Without Sequence","94.68","",""
"18/08/2025 00:45:00 - 18/08/2025 01:00:00","BZN|NO1","Without Sequence","94.68","",""
"18/08/2025 01:00:00 - 18/08/2025 01:15:00","BZN|NO1","Without Sequence","88.22","",""
"18/08/2025 01:15:00 - 18/08/2025 01:30:00","BZN|NO1","Without Sequence","88.22","",""
"18/08/2025 01:30:00 - 18/08/2025 01:45:00","BZN|NO1","Without Sequence","88.22","",""
"18/08/2025 01:45:00 - 18/08/2025 02:00:00","BZN|NO1","Without Sequence","88.22","",""
"18/08/2025 02:00:00 - 18/08/2025 02:15:00","BZN|NO1","Without Sequence","85.94","",""
"18/08/2025 02:15:00 - 18/08/2025 02:30:00","BZN|NO1","Without Sequence","85.94","",""
"18/08/2025 02:30:00 - 18/08/2025 02:45:00","BZN|NO1","Without Sequence","85.94","",""
"18/08/2025 02:45:00 - 18/08/2025 03:00:00","BZN|NO1","Without Sequence","85.94","",""
"18/08/2025 03:00:00 - 18/08/2025 03:15:00","BZN|NO1","Without Sequence","84.64","",""
"18/08/2025 03:15:00 - 18/08/2025 03:30:00","BZN|NO1","Without Sequence","84.64","",""
"18/08/2025 03:30:00 - 18/08/2025 03:45:00","BZN|NO1","Without Sequence","84.64","",""
"18/08/2025 03:45:00 - 18/08/2025 04:00:00","BZN|NO1","Without Sequence","84.64","",""
"18/08/2025 04:00:00 - 18/08/2025 04:15:00","BZN|NO1","Without Sequence","91.47","",""
"18/08/2025 04:15:00 - 18/08/2025 04:30:00","BZN|NO1","Without Sequence","91.47","",""
"18/08/2025 04:30:00 - 18/08/2025 04:45:00","BZN|NO1","Without Sequence","91.47","",""
"18/08/2025 04:45:00 - 18/08/2025 05:00:00","BZN|NO1","Without Sequence","91.47","",""
"18/08/2025 05:00:00 - 18/08/2025 05:15:00","BZN|NO1","Without Sequence","105.40","",""
"18/08/2025 05:15:00 - 18/08/2025 05:30:00","BZN|NO1","Without Sequence","105.40","",""
"18/08/2025 05:30:00 - 18/08/2025 05:45:00","BZN|NO1","Without Sequence","105.40","",""
"18/08/2025 05:45:00 - 18/08/2025 06:00:00","BZN|NO1","Without Sequence","105.40","",""
"18/08/2025 06:00:00 - 18/08/2025 06:15:00","BZN|NO1","Without Sequence","116.99","",""
"18/08/2025 06:15:00 - 18/08/2025 06:30:00","BZN|NO1","Without Sequence","116.99","",""
"18/08/2025 06:30:00 - 18/08/2025 06:45:00","BZN|NO1","Without Sequence","116.99","",""
"18/08/2025 06:45:00 - 18/08/2025 07:00:00","BZN|NO1","Without Sequence","116.99","",""
"18/08/2025 07:00:00 - 18/08/2025 07:15:00","BZN|NO1","Without Sequence","119.88","",""
"18/08/2025 07:15:00 - 18/08/2025 07:30:00","BZN|NO1","Without Sequence","119.88","",""
"18/08/2025 07:30:00 - 18/08/2025 07:45:00","BZN|NO1","Without Sequence","119.88","",""
"18/08/2025 07:45:00 - 18/08/2025 08:00:00","BZN|NO1","Without Sequence","119.88","",""
"18/08/2025 08:00:00 - 18/08/2025 08:15:00","BZN|NO1","Without Sequence","123.43","",""
"18/08/2025 08:15:00 - 18/08/2025 08:30:00","BZN|NO1","Without Sequence","123.43","",""
"18/08/2025 08:30:00 - 18/08/2025 08:45:00","BZN|NO1","Without Sequence","123.43","",""
"18/08/2025 08:45:00 - 18/08/2025 09:00:00","BZN|NO1","Without Sequence","123.43","",""
"18/08/2025 09:00:00 - 18/08/2025 09:15:00","BZN|NO1","Without Sequence","107.69","",""
"18/08/2025 09:15:00 - 18/08/2025 09:30:00","BZN|NO1","Without Sequence","107.69","",""
"18/08/2025 09:30:00 - 18/08/2025 09:45:00","BZN|NO1","Without Sequence","107.69","",""
"18/08/2025 09:45:00 - 18/08/2025 10:00:00","BZN|NO1","Without Sequence","107.69","",""
"18/08/2025 10:00:00 - 18/08/2025 10:15:00","BZN|NO1","Without Sequence","107.70","",""
"18/08/2025 10:15:00 - 18/08/2025 10:30:00","BZN|NO1","Without Sequence","107.70","",""
"18/08/2025 10:30:00 - 18/08/2025 10:45:00","BZN|NO1","Without Sequence","107.70","",""
"18/08/2025 10:45:00 - 18/08/2025 11:00:00","BZN|NO1","Without Sequence","107.70","",""
"18/08/2025 11:00:00 - 18/08/2025 11:15:00","BZN|NO1","Without Sequence","90.99","",""
"18/08/2025 11:15:00 - 18/08/2025 11:30:00","BZN|NO1","Without Sequence","90.99","",""
"18/08/2025 11:30:00 - 18/08/2025 11:45:00","BZN|NO1","Without Sequence","90.99","",""
"18/08/2025 11:45:00 - 18/08/2025 12:00:00","BZN|NO1","Without Sequence","90.99","",""
"18/08/2025 12:00:00 - 18/08/2025 12:15:00","BZN|NO1","Without Sequence","47.63","",""
"18/08/2025 12:15:00 - 18/08/2025 12:30:00","BZN|NO1","Without Sequence","47.63","",""
"18/08/2025 12:30:00 - 18/08/2025 12:45:00","BZN|NO1","Without Sequence","47.63","",""
"18/08/2025 12:45:00 - 18/08/2025 13:00:00","BZN|NO1","Without Sequence","47.63","",""
"18/08/2025 13:00:00 - 18/08/2025 13:15:00","BZN|NO1","Without Sequence","25.65","",""
"18/08/2025 13:15:00 - 18/08/2025 13:30:00","BZN|NO1","Without Sequence","25.65","",""
"18/08/2025 13:30:00 - 18/08/2025 13:45:00","BZN|NO1","Without Sequence","25.65","",""
"18/08/2025 13:45:00 - 18/08/2025 14:00:00","BZN|NO1","Without Sequence","25.65","",""
"18/08/2025 14:00:00 - 18/08/2025 14:15:00","BZN|NO1","Without Sequence","31.20","",""
"18/08/2025 14:15:00 - 18/08/2025 14:30:00","BZN|NO1","Without Sequence","31.20","",""
"18/08/2025 14:30:00 - 18/08/2025 14:45:00","BZN|NO1","Without Sequence","31.20","",""
"18/08/2025 14:45:00 - 18/08/2025 15:00:00","BZN|NO1","Without Sequence","31.20","",""
"18/08/2025 15:00:00 - 18/08/2025 15:15:00","BZN|NO1","Without Sequence","86.60","",""
"18/08/2025 15:15:00 - 18/08/2025 15:30:00","BZN|NO1","Without Sequence","86.60","",""
"18/08/2025 15:30:00 - 18/08/2025 15:45:00","BZN|NO1","Without Sequence","86.60","",""
"18/08/2025 15:45:00 - 18/08/2025 16:00:00","BZN|NO1","Without Sequence","86.60","",""
"18/08/2025 16:00:00 - 18/08/2025 16:15:00","BZN|NO1","Without Sequence","97.05","",""
"18/08/2025 16:15:00 - 18/08/2025 16:30:00","BZN|NO1","Without Sequence","97.05","",""
"18/08/2025 16:30:00 - 18/08/2025 16:45:00","BZN|NO1","Without Sequence","97.05","",""
"18/08/2025 16:45:00 - 18/08/2025 17:00:00","BZN|NO1","Without Sequence","97.05","",""
"18/08/2025 17:00:00 - 18/08/2025 17:15:00","BZN|NO1","Without Sequence","106.61","",""
"18/08/2025 17:15:00 - 18/08/2025 17:30:00","BZN|NO1","Without Sequence","106.61","",""
"18/08/2025 17:30:00 - 18/08/2025 17:45:00","BZN|NO1","Without Sequence","106.61","",""
"18/08/2025 17:45:00 - 18/08/2025 18:00:00","BZN|NO1","Without Sequence","106.61","",""
"18/08/2025 18:00:00 - 18/08/2025 18:15:00","BZN|NO1","Without Sequence","113.64","",""
"18/08/2025 18:15:00 - 18/08/2025 18:30:00","BZN|NO1","Without Sequence","113.64","",""
"18/08/2025 18:30:00 - 18/08/2025 18:45:00","BZN|NO1","Without Sequence","113.64","",""
"18/08/2025 18:45:00 - 18/08/2025 19:00:00","BZN|NO1","Without Sequence","113.64","",""
"18/08/2025 19:00:00 - 18/08/2025 19:15:00","BZN|NO1","Without Sequence","171.65","",""
"18/08/2025 19:15:00 - 18/08/2025 19:30:00","BZN|NO1","Without Sequence","171.65","",""
"18/08/2025 19:30:00 - 18/08/2025 19:45:00","BZN|NO1","Without Sequence","171.65","",""
"18/08/2025 19:45:00 - 18/08/2025 20:00:00","BZN|NO1","Without Sequence","171.65","",""
"18/08/2025 20:00:00 - 18/08/2025 20:15:00","BZN|NO1","Without Sequence","146.49","",""
"18/08/2025 20:15:00 - 18/08/2025 20:30:00","BZN|NO1","Without Sequence","146.49","",""
"18/08/2025 20:30:00 - 18/08/2025 20:45:00","BZN|NO1","Without Sequence","146.49","",""
"18/08/2025 20:45:00 - 18/08/2025 21:00:00","BZN|NO1","Without Sequence","146.49","",""
"18/08/2025 21:00:00 - 18/08/2025 21:15:00","BZN|NO1","Without Sequence","103.99","",""
"18/08/2025 21:15:00 - 18/08/2025 21:30:00","BZN|NO1","Without Sequence","103.99","",""
"18/08/2025 21:30:00 - 18/08/2025 21:45:00","BZN|NO1","Without Sequence","103.99","",""
"18/08/2025 21:45:00 - 18/08/2025 22:00:00","BZN|NO1","Without Sequence","103.99","",""
"18/08/2025 22:00:00 - 18/08/2025 22:15:00","BZN|NO1","Without Sequence","103.94","",""
"18/08/2025 22:15:00 - 18/08/2025 22:30:00","BZN|NO1","Without Sequence","103.94","",""
"18/08/2025 22:30:00 - 18/08/2025 22:45:00","BZN|NO1","Without Sequence","103.94","",""
"18/08/2025 22:45:00 - 18/08/2025 23:00:00","BZN|NO1","Without Sequence","103.94","",""
"18/08/2025 23:00:00 - 18/08/2025 23:15:00","BZN|NO1","Without Sequence","93.78","",""
"18/08/2025 23:15:00 - 18/08/2025 23:30:00","BZN|NO1","Without Sequence","93.78","",""
"18/08/2025 23:30:00 - 18/08/2025 23:45:00","BZN|NO1","Without Sequence","93.78","",""
"18/08/2025 23:45:00 - 19/08/2025 00:00:00","BZN|NO1","Without Sequence","93.78","",""
"19/08/2025 00:00:00 - 19/08/2025 00:15:00","BZN|NO1","Without Sequence","89.95","",""
"19/08/2025 00:15:00 - 19/08/2025 00:30:00","BZN|NO1","Without Sequence","89.95","",""
"19/08/2025 00:30:00 - 19/08/2025 00:45:00","BZN|NO1","Without Sequence","89.95","",""
"19/08/2025 00:45:00 - 19/08/2025 01:00:00","BZN|NO1","Without Sequence","89.95","",""
"19/08/2025 01:00:00 - 19/08/2025 01:15:00","BZN|NO1","Without Sequence","75.53","",""
"19/08/2025 01:15:00 - 19/08/2025 01:30:00","BZN|NO1","Without Sequence","75.53","",""
"19/08/2025 01:30:00 - 19/08/2025 01:45:00","BZN|NO1","Without Sequence","75.53","",""
"19/08/2025 01:45:00 - 19/08/2025 02:00:00","BZN|NO1","Without Sequence","75.53","",""
"19/08/2025 02:00:00 - 19/08/2025 02:15:00","BZN|NO1","Without Sequence","70.22","",""
"19/08/2025 02:15:00 - 19/08/2025 02:30:00","BZN|NO1","Without Sequence","70.22","",""
"19/08/2025 02:30:00 - 19/08/2025 02:45:00","BZN|NO1","Without Sequence","70.22","",""
"19/08/2025 02:45:00 - 19/08/2025 03:00:00","BZN|NO1","Without Sequence","70.22","",""
"19/08/2025 03:00:00 - 19/08/2025 03:15:00","BZN|NO1","Without Sequence","70.52","",""
"19/08/2025 03:15:00 - 19/08/2025 03:30:00","BZN|NO1","Without Sequence","70.52","",""
"19/08/2025 03:30:00 - 19/08/2025 03:45:00","BZN|NO1","Without Sequence","70.52","",""
"19/08/2025 03:45:00 - 19/08/2025 04:00:00","BZN|NO1","Without Sequence","70.52","",""
"19/08/2025 04:00:00 - 19/08/2025 04:15:00","BZN|NO1","Without Sequence","67.06","",""
"19/08/2025 04:15:00 - 19/08/2025 04:30:00","BZN|NO1","Without Sequence","67.06","",""
"19/08/2025 04:30:00 - 19/08/2025 04:45:00","BZN|NO1","Without Sequence","67.06","",""
"19/08/2025 04:45:00 - 19/08/2025 05:00:00","BZN|NO1","Without Sequence","67.06","",""
"19/08/2025 05:00:00 - 19/08/2025 05:15:00","BZN|NO1","Without Sequence","86.39","",""
"19/08/2025 05:15:00 - 19/08/2025 05:30:00","BZN|NO1","Without Sequence","86.39","",""
"19/08/2025 05:30:00 - 19/08/2025 05:45:00","BZN|NO1","Without Sequence","86.39","",""
"19/08/2025 05:45:00 - 19/08/2025 06:00:00","BZN|NO1","Without Sequence","86.39","",""
"19/08/2025 06:00:00 - 19/08/2025 06:15:00","BZN|NO1","Without Sequence","91.44","",""
"19/08/2025 06:15:00 - 19/08/2025 06:30:00","BZN|NO1","Without Sequence","91.44","",""
"19/08/2025 06:30:00 - 19/08/2025 06:45:00","BZN|NO1","Without Sequence","91.44","",""
"19/08/2025 06:45:00 - 19/08/2025 07:00:00","BZN|NO1","Without Sequence","91.44","",""
"19/08/2025 07:00:00 - 19/08/2025 07:15:00","BZN|NO1","Without Sequence","98.12","",""
"19/08/2025 07:15:00 - 19/08/2025 07:30:00","BZN|NO1","Without Sequence","98.12","",""
"19/08/2025 07:30:00 - 19/08/2025 07:45:00","BZN|NO1","Without Sequence","98.12","",""
"19/08/2025 07:45:00 - 19/08/2025 08:00:00","BZN|NO1","Without Sequence","98.12","",""
"19/08/2025 08:00:00 - 19/08/2025 08:15:00","BZN|NO1","Without Sequence","101.44","",""
"19/08/2025 08:15:00 - 19/08/2025 08:30:00","BZN|NO1","Without Sequence","101.44","",""
"19/08/2025 08:30:00 - 19/08/2025 08:45:00","BZN|NO1","Without Sequence","101.44","",""
"19/08/2025 08:45:00 - 19/08/2025 09:00:00","BZN|NO1","Without Sequence","101.44","",""
"19/08/2025 09:00:00 - 19/08/2025 09:15:00","BZN|NO1","Without Sequence","89.30","",""
"19/08/2025 09:15:00 - 19/08/2025 09:30:00","BZN|NO1","Without Sequence","89.30","",""
"19/08/2025 09:30:00 - 19/08/2025 09:45:00","BZN|NO1","Without Sequence","89.30","",""
"19/08/2025 09:45:00 - 19/08/2025 10:00:00","BZN|NO1","Without Sequence","89.30","",""
"19/08/2025 10:00:00 - 19/08/2025 10:15:00","BZN|NO1","Without Sequence","68.57","",""
"19/08/2025 10:15:00 - 19/08/2025 10:30:00","BZN|NO1","Without Sequence","68.57","",""
"19/08/2025 10:30:00 - 19/08/2025 10:45:00","BZN|NO1","Without Sequence","68.57","",""
"19/08/2025 10:45:00 - 19/08/2025 11:00:00","BZN|NO1","Without Sequence","68.57","",""
"19/08/2025 11:00:00 - 19/08/2025 11:15:00","BZN|NO1","Without Sequence","47.71","",""
"19/08/2025 11:15:00 - 19/08/2025 11:30:00","BZN|NO1","Without Sequence","47.71","",""
"19/08/2025 11:30:00 - 19/08/2025 11:45:00","BZN|NO1","Without Sequence","47.71","",""
"19/08/2025 11:45:00 - 19/08/2025 12:00:00","BZN|NO1","Without Sequence","47.71","",""
"19/08/2025 12:00:00 - 19/08/2025 12:15:00","BZN|NO1","Without Sequence","30.11","",""
"19/08/2025 12:15:00 - 19/08/2025 12:30:00","BZN|NO1","Without Sequence","30.11","",""
"19/08/2025 12:30:00 - 19/08/2025 12:45:00","BZN|NO1","Without Sequence","30.11","",""
"19/08/2025 12:45:00 - 19/08/2025 13:00:00","BZN|NO1","Without Sequence","30.11","",""
"19/08/2025 13:00:00 - 19/08/2025 13:15:00","BZN|NO1","Without Sequence","27.00","",""
"19/08/2025 13:15:00 - 19/08/2025 13:30:00","BZN|NO1","Without Sequence","27.00","",""
"19/08/2025 13:30:00 - 19/08/2025 13:45:00","BZN|NO1","Without Sequence","27.00","",""
"19/08/2025 13:45:00 - 19/08/2025 14:00:00","BZN|NO1","Without Sequence","27.00","",""
"19/08/2025 14:00:00 - 19/08/2025 14:15:00","BZN|NO1","Without Sequence","32.60","",""
"19/08/2025 14:15:00 - 19/08/2025 14:30:00","BZN|NO1","Without Sequence","32.60","",""
"19/08/2025 14:30:00 - 19/08/2025 14:45:00","BZN|NO1","Without Sequence","32.60","",""
"19/08/2025 14:45:00 - 19/08/2025 15:00:00","BZN|NO1","Without Sequence","32.60","",""
"19/08/2025 15:00:00 - 19/08/2025 15:15:00","BZN|NO1","Without Sequence","42.73","",""
"19/08/2025 15:15:00 - 19/08/2025 15:30:00","BZN|NO1","Without Sequence","42.73","",""
